Type,StartDate,Maturity,MarketQuote
dg,2026-01-28,2026-01-29,5.7
sw,2026-01-29,2026-02-09,5.6925
sw,2026-01-29,2026-04-01,5.5555
sw,2026-01-29,2026-05-01,5.514
sw,2026-01-29,2026-06-02,5.4955
sw,2026-01-29,2026-09-02,5.387
sw,2026-01-29,2026-12-02,5.296
sw,2026-01-29,2027-02-02,5.2305
sw,2026-01-29,2027-02-02,5.0955
sw,2026-01-29,2028-02-02,5.028
sw,2026-01-29,2029-01-31,4.931
sw,2026-01-29,2030-01-31,4.8685
sw,2026-01-29,2031-01-31,4.8305
sw,2026-01-29,2032-02-02,4.8135
sw,2026-01-29,2033-02-02,4.8045
sw,2026-01-29,2034-02-01,4.8025
sw,2026-01-29,2035-01-31,4.8045
sw,2026-01-29,2036-01-31,4.8105
sw,2026-01-29,2038-02-02,4.8295
sw,2026-01-29,2041-01-31,4.8525
sw,2026-01-29,2046-01-31,4.8385
sw,2026-01-29,2051-02-01,4.7635
sw,2026-01-29,2056-02-02,4.6735
sw,2026-01-29,2066-02-02,4.474
sw,2026-01-29,2076-01-31,4.274
