Type,StartDate,Maturity,MarketQuote
sp,2026-08-20,2026-08-21,0.0
sp,2026-08-21,2026-08-24,0.0
sp,2026-08-21,2026-08-28,-35.0
sp,2026-08-21,2026-09-21,-175.0
sp,2026-08-21,2026-11-23,-370.0
sp,2026-08-21,2026-11-23,-570.0
sp,2026-08-21,2027-02-22,-1300.0
sp,2026-08-21,2027-08-23,-2790.0
sw,2026-08-21,2027-08-23,2.035
sw,2026-08-21,2028-08-21,1.965
sw,2026-08-21,2029-08-21,1.925
sw,2026-08-21,2030-08-21,1.89
sw,2026-08-21,2031-08-21,1.875
sw,2026-08-21,2032-08-23,1.88
sw,2026-08-21,2033-08-22,1.885
sw,2026-08-21,2034-08-21,1.885
sw,2026-08-21,2035-08-21,1.88
sw,2026-08-21,2036-08-21,1.9
sw,2026-08-21,2037-08-21,1.9
sw,2026-08-21,2038-08-23,1.88
sw,2026-08-21,2041-08-21,1.84
sw,2026-08-21,2046-08-21,1.77
