Type,StartDate,Maturity,MarketQuote
sp,2026-01-16,2026-01-19,0.0
sp,2026-01-19,2026-01-20,0.0
sp,2026-01-20,2026-01-27,-35.0
sp,2026-01-20,2026-02-20,-175.0
sp,2026-01-20,2026-04-20,-370.0
sp,2026-01-20,2026-04-20,-570.0
sp,2026-01-20,2026-07-20,-1300.0
sp,2026-01-20,2027-01-20,-2790.0
sw,2026-01-20,2027-01-20,2.035
sw,2026-01-20,2028-01-20,1.965
sw,2026-01-20,2029-01-22,1.925
sw,2026-01-20,2030-01-21,1.89
sw,2026-01-20,2031-01-20,1.875
sw,2026-01-20,2032-01-20,1.88
sw,2026-01-20,2033-01-20,1.885
sw,2026-01-20,2034-01-20,1.885
sw,2026-01-20,2035-01-22,1.88
sw,2026-01-20,2036-01-21,1.9
sw,2026-01-20,2037-01-20,1.9
sw,2026-01-20,2038-01-20,1.88
sw,2026-01-20,2041-01-21,1.84
sw,2026-01-20,2046-01-22,1.77
