Term,Rate,PriceDate,NBD,StartDate,EndDate,PayDate
0.0027397260273972603,5.699554977839247,20260205,0,20260205,20260206,20260206
0.03287671232876712,5.760940551757813,20260205,1,20260206,20260217,20260217
0.16986301369863013,5.607813835144042,20260205,1,20260206,20260406,20260408
0.25205479452054796,5.553583145141601,20260205,1,20260206,20260506,20260508
0.3424657534246575,5.521186590194701,20260205,1,20260206,20260608,20260610
0.5917808219178082,5.377296924591064,20260205,1,20260206,20260908,20260909
0.8410958904109589,5.25366473197937,20260205,1,20260206,20261207,20261209
1.0136986301369864,5.167315125465392,20260205,1,20260206,20270208,20270210
1.0136986301369864,5.037672162055968,20260205,1,20260206,20270208,20270210
2.010958904109589,4.96752691268921,20260205,1,20260206,20280207,20280209
3.010958904109589,4.870572328567503,20260205,1,20260206,20290206,20290208
4.010958904109589,4.807758659124374,20260205,1,20260206,20300206,20300208
5.016438356164383,4.7692950963974,20260205,1,20260206,20310206,20310210
6.016438356164383,4.752963572740554,20260205,1,20260206,20320206,20320210
7.016438356164383,4.744660764932632,20260205,1,20260206,20330207,20330209
8.013698630136986,4.743893206119537,20260205,1,20260206,20340206,20340208
9.013698630136986,4.74742954969406,20260205,1,20260206,20350206,20350208
10.013698630136986,4.755580872297287,20260205,1,20260206,20360206,20360208
12.021917808219179,4.780278280377387,20260205,1,20260206,20380208,20380210
15.01917808219178,4.810754418373107,20260205,1,20260206,20410206,20410208
20.02191780821918,4.788325995206833,20260205,1,20260206,20460206,20460208
25.024657534246575,4.665166243910789,20260205,1,20260206,20510206,20510208
30.03013698630137,4.509050987660884,20260205,1,20260206,20560207,20560209
40.04109589041096,4.136922642588615,20260205,1,20260206,20660208,20660210
50.04657534246575,3.740056231617929,20260205,1,20260206,20760206,20760210
