Type,StartDate,Maturity,MarketQuote
dg,2026-08-19,2026-08-20,4.6
sw,2026-08-20,2026-08-31,4.5925
sw,2026-08-20,2026-10-22,4.4555
sw,2026-08-20,2026-11-24,4.414
sw,2026-08-20,2026-12-23,4.3955
sw,2026-08-20,2027-03-24,4.287
sw,2026-08-20,2027-06-23,4.196
sw,2026-08-20,2027-08-24,4.1305
sw,2026-08-20,2027-08-24,3.9955
sw,2026-08-20,2028-08-23,3.928
sw,2026-08-20,2029-08-22,3.831
sw,2026-08-20,2030-08-22,3.7685
sw,2026-08-20,2031-08-22,3.7305
sw,2026-08-20,2032-08-24,3.7135
sw,2026-08-20,2033-08-24,3.7045
sw,2026-08-20,2034-08-23,3.7025
sw,2026-08-20,2035-08-22,3.7045
sw,2026-08-20,2036-08-22,3.7105
sw,2026-08-20,2038-08-24,3.7295
sw,2026-08-20,2041-08-22,3.7525
sw,2026-08-20,2046-08-22,3.7385
sw,2026-08-20,2051-08-23,3.6635
sw,2026-08-20,2056-08-23,3.5735
sw,2026-08-20,2066-08-24,3.374
sw,2026-08-20,2076-08-24,3.174
