Term,Rate,PriceDate,NBD,StartDate,EndDate,PayDate
0.00821917808219178,5.69866521139638,20260109,0,20260109,20260112,20260112
0.03561643835616438,5.7477760314941415,20260109,2,20260113,20260122,20260122
0.18356164383561643,5.611315727233886,20260109,2,20260113,20260313,20260317
0.26301369863013696,5.557895660400391,20260109,2,20260113,20260413,20260415
0.3452054794520548,5.526386737823487,20260109,2,20260113,20260513,20260515
0.6027397260273972,5.381374359130859,20260109,2,20260113,20260813,20260817
0.8547945205479452,5.257257819175719,20260109,2,20260113,20261113,20261117
1.0164383561643835,5.172381520271301,20260109,2,20260113,20270113,20270115
1.0164383561643835,5.043751835823058,20260109,2,20260113,20270113,20270115
2.021917808219178,4.9701573848724365,20260109,2,20260113,20280113,20280117
3.0246575342465754,4.872700214385986,20260109,2,20260113,20290116,20290117
4.021917808219178,4.809396624565125,20260109,2,20260113,20300114,20300116
5.019178082191781,4.77092444896698,20260109,2,20260113,20310113,20310115
6.019178082191781,4.754260063171387,20260109,2,20260113,20320113,20320115
7.027397260273973,4.745693296194076,20260109,2,20260113,20330113,20330117
8.027397260273972,4.744799077510833,20260109,2,20260113,20340113,20340117
9.027397260273972,4.748131752014159,20260109,2,20260113,20350116,20350117
10.024657534246575,4.756274461746216,20260109,2,20260113,20360114,20360116
12.024657534246575,4.780913606286048,20260109,2,20260113,20380113,20380115
15.03013698630137,4.811186835169791,20260109,2,20260113,20410114,20410116
20.035616438356165,4.788643024861812,20260109,2,20260113,20460116,20460117
25.03835616438356,4.665320262312889,20260109,2,20260113,20510113,20510117
30.041095890410958,4.509167388081551,20260109,2,20260113,20560113,20560117
40.04383561643836,4.13725221157074,20260109,2,20260113,20660113,20660115
50.04931506849315,3.740673318505289,20260109,2,20260113,20760113,20760115
