Type,StartDate,Maturity,MarketQuote
sp,2026-02-10,2026-02-11,0.0
sp,2026-02-11,2026-02-12,0.0
sp,2026-02-12,2026-02-19,-35.0
sp,2026-02-12,2026-03-12,-175.0
sp,2026-02-12,2026-05-12,-370.0
sp,2026-02-12,2026-05-12,-570.0
sp,2026-02-12,2026-08-12,-1300.0
sp,2026-02-12,2027-02-12,-2790.0
sw,2026-02-12,2027-02-12,2.035
sw,2026-02-12,2028-02-14,1.965
sw,2026-02-12,2029-02-12,1.925
sw,2026-02-12,2030-02-12,1.89
sw,2026-02-12,2031-02-12,1.875
sw,2026-02-12,2032-02-12,1.88
sw,2026-02-12,2033-02-14,1.885
sw,2026-02-12,2034-02-13,1.885
sw,2026-02-12,2035-02-12,1.88
sw,2026-02-12,2036-02-12,1.9
sw,2026-02-12,2037-02-12,1.9
sw,2026-02-12,2038-02-12,1.88
sw,2026-02-12,2041-02-12,1.84
sw,2026-02-12,2046-02-12,1.77
