Type,StartDate,Maturity,MarketQuote
dg,2026-02-10,2026-02-11,2.5
dg,2026-02-11,2026-05-11,2.78
sw,2026-02-11,2027-02-11,2.92
sw,2026-02-11,2028-02-11,3.1225
sw,2026-02-11,2029-02-15,3.2675
sw,2026-02-11,2030-02-11,3.35
sw,2026-02-11,2031-02-11,3.41
sw,2026-02-11,2033-02-11,3.495
sw,2026-02-11,2036-02-11,3.56
