Type,StartDate,Maturity,MarketQuote
dg,2025-12-08,2025-12-09,5.7
sw,2025-12-10,2025-12-19,5.6925
sw,2025-12-10,2026-01-14,5.5555
sw,2025-12-10,2026-02-12,5.514
sw,2025-12-10,2026-03-12,5.4955
sw,2025-12-10,2026-06-12,5.387
sw,2025-12-10,2026-09-14,5.296
sw,2025-12-10,2026-12-14,5.2305
sw,2025-12-10,2026-12-14,5.0955
sw,2025-12-10,2027-12-14,5.028
sw,2025-12-10,2028-12-13,4.931
sw,2025-12-10,2029-12-12,4.8685
sw,2025-12-10,2030-12-12,4.8305
sw,2025-12-10,2031-12-12,4.8135
sw,2025-12-10,2032-12-14,4.8045
sw,2025-12-10,2033-12-14,4.8025
sw,2025-12-10,2034-12-13,4.8045
sw,2025-12-10,2035-12-12,4.8105
sw,2025-12-10,2037-12-14,4.8295
sw,2025-12-10,2040-12-12,4.8525
sw,2025-12-10,2045-12-13,4.8385
sw,2025-12-10,2050-12-14,4.7635
sw,2025-12-10,2055-12-14,4.6735
sw,2025-12-10,2065-12-14,4.474
sw,2025-12-10,2075-12-12,4.274
