Type,StartDate,Maturity,MarketQuote
dg,2026-08-13,2026-08-14,4.6
sw,2026-08-14,2026-08-25,4.5925
sw,2026-08-14,2026-10-16,4.4555
sw,2026-08-14,2026-11-18,4.414
sw,2026-08-14,2026-12-16,4.3955
sw,2026-08-14,2027-03-17,4.287
sw,2026-08-14,2027-06-16,4.196
sw,2026-08-14,2027-08-18,4.1305
sw,2026-08-14,2027-08-18,3.9955
sw,2026-08-14,2028-08-16,3.928
sw,2026-08-14,2029-08-16,3.831
sw,2026-08-14,2030-08-16,3.7685
sw,2026-08-14,2031-08-18,3.7305
sw,2026-08-14,2032-08-18,3.7135
sw,2026-08-14,2033-08-17,3.7045
sw,2026-08-14,2034-08-16,3.7025
sw,2026-08-14,2035-08-16,3.7045
sw,2026-08-14,2036-08-18,3.7105
sw,2026-08-14,2038-08-18,3.7295
sw,2026-08-14,2041-08-16,3.7525
sw,2026-08-14,2046-08-16,3.7385
sw,2026-08-14,2051-08-16,3.6635
sw,2026-08-14,2056-08-16,3.5735
sw,2026-08-14,2066-08-18,3.374
sw,2026-08-14,2076-08-18,3.174
