Type,StartDate,Maturity,MarketQuote
sp,2025-12-22,2025-12-23,0.0
sp,2025-12-23,2025-12-24,0.0
sp,2025-12-24,2025-12-31,-35.0
sp,2025-12-24,2026-01-26,-175.0
sp,2025-12-24,2026-02-24,-370.0
sp,2025-12-24,2026-03-24,-570.0
sp,2025-12-24,2026-06-24,-1300.0
sp,2025-12-24,2026-12-24,-2790.0
sw,2025-12-24,2026-12-24,2.035
sw,2025-12-24,2027-12-24,1.965
sw,2025-12-24,2028-12-25,1.925
sw,2025-12-24,2029-12-24,1.89
sw,2025-12-24,2030-12-24,1.875
sw,2025-12-24,2031-12-24,1.88
sw,2025-12-24,2032-12-24,1.885
sw,2025-12-24,2033-12-26,1.885
sw,2025-12-24,2034-12-25,1.88
sw,2025-12-24,2035-12-24,1.9
sw,2025-12-24,2036-12-24,1.9
sw,2025-12-24,2037-12-24,1.88
sw,2025-12-24,2040-12-24,1.84
sw,2025-12-24,2045-12-25,1.77
