Type,StartDate,Maturity,MarketQuote
dg,2025-12-26,2025-12-29,4.6
sw,2025-12-30,2026-01-08,4.5925
sw,2025-12-30,2026-02-03,4.4555
sw,2025-12-30,2026-03-04,4.414
sw,2025-12-30,2026-04-01,4.3955
sw,2025-12-30,2026-07-02,4.287
sw,2025-12-30,2026-10-02,4.196
sw,2025-12-30,2027-01-01,4.1305
sw,2025-12-30,2027-01-01,3.9955
sw,2025-12-30,2028-01-03,3.928
sw,2025-12-30,2029-01-03,3.831
sw,2025-12-30,2030-01-02,3.7685
sw,2025-12-30,2031-01-01,3.7305
sw,2025-12-30,2032-01-01,3.7135
sw,2025-12-30,2033-01-03,3.7045
sw,2025-12-30,2034-01-03,3.7025
sw,2025-12-30,2035-01-03,3.7045
sw,2025-12-30,2036-01-02,3.7105
sw,2025-12-30,2038-01-01,3.7295
sw,2025-12-30,2041-01-02,3.7525
sw,2025-12-30,2046-01-03,3.7385
sw,2025-12-30,2051-01-03,3.6635
sw,2025-12-30,2056-01-03,3.5735
sw,2025-12-30,2066-01-01,3.374
sw,2025-12-30,2076-01-01,3.174
