Type,StartDate,Maturity,MarketQuote
dg,2025-12-26,2025-12-29,5.7
sw,2025-12-30,2026-01-08,5.6925
sw,2025-12-30,2026-02-03,5.5555
sw,2025-12-30,2026-03-04,5.514
sw,2025-12-30,2026-04-01,5.4955
sw,2025-12-30,2026-07-02,5.387
sw,2025-12-30,2026-10-02,5.296
sw,2025-12-30,2027-01-01,5.2305
sw,2025-12-30,2027-01-01,5.0955
sw,2025-12-30,2028-01-03,5.028
sw,2025-12-30,2029-01-03,4.931
sw,2025-12-30,2030-01-02,4.8685
sw,2025-12-30,2031-01-01,4.8305
sw,2025-12-30,2032-01-01,4.8135
sw,2025-12-30,2033-01-03,4.8045
sw,2025-12-30,2034-01-03,4.8025
sw,2025-12-30,2035-01-03,4.8045
sw,2025-12-30,2036-01-02,4.8105
sw,2025-12-30,2038-01-01,4.8295
sw,2025-12-30,2041-01-02,4.8525
sw,2025-12-30,2046-01-03,4.8385
sw,2025-12-30,2051-01-03,4.7635
sw,2025-12-30,2056-01-03,4.6735
sw,2025-12-30,2066-01-01,4.474
sw,2025-12-30,2076-01-01,4.274
