Type,StartDate,Maturity,MarketQuote
dg,2025-12-29,2025-12-30,4.6
sw,2025-12-31,2026-01-09,4.5925
sw,2025-12-31,2026-03-04,4.4555
sw,2025-12-31,2026-04-02,4.414
sw,2025-12-31,2026-05-04,4.3955
sw,2025-12-31,2026-08-04,4.287
sw,2025-12-31,2026-11-04,4.196
sw,2025-12-31,2027-01-04,4.1305
sw,2025-12-31,2027-01-04,3.9955
sw,2025-12-31,2028-01-04,3.928
sw,2025-12-31,2029-01-03,3.831
sw,2025-12-31,2030-01-02,3.7685
sw,2025-12-31,2031-01-02,3.7305
sw,2025-12-31,2032-01-02,3.7135
sw,2025-12-31,2033-01-04,3.7045
sw,2025-12-31,2034-01-04,3.7025
sw,2025-12-31,2035-01-03,3.7045
sw,2025-12-31,2036-01-02,3.7105
sw,2025-12-31,2038-01-04,3.7295
sw,2025-12-31,2041-01-02,3.7525
sw,2025-12-31,2046-01-03,3.7385
sw,2025-12-31,2051-01-04,3.6635
sw,2025-12-31,2056-01-04,3.5735
sw,2025-12-31,2066-01-04,3.374
sw,2025-12-31,2076-01-02,3.174
