Type,StartDate,Maturity,MarketQuote
dg,2026-08-19,2026-08-20,2.76
dg,2026-08-20,2026-11-20,2.94
sw,2026-08-20,2027-08-20,3.44
sw,2026-08-20,2028-08-21,3.71
sw,2026-08-20,2029-08-20,3.8325
sw,2026-08-20,2030-08-20,3.905
sw,2026-08-20,2031-08-20,3.9625
sw,2026-08-20,2033-08-22,4.04
sw,2026-08-20,2036-08-20,4.105
