Type,StartDate,Maturity,MarketQuote
sp,2026-08-19,2026-08-20,0.0
sp,2026-08-20,2026-08-21,0.0
sp,2026-08-20,2026-08-27,-35.0
sp,2026-08-20,2026-09-21,-175.0
sp,2026-08-20,2026-11-20,-370.0
sp,2026-08-20,2026-11-20,-570.0
sp,2026-08-20,2027-02-22,-1300.0
sp,2026-08-20,2027-08-20,-2790.0
sw,2026-08-20,2027-08-20,2.035
sw,2026-08-20,2028-08-21,1.965
sw,2026-08-20,2029-08-20,1.925
sw,2026-08-20,2030-08-20,1.89
sw,2026-08-20,2031-08-20,1.875
sw,2026-08-20,2032-08-20,1.88
sw,2026-08-20,2033-08-22,1.885
sw,2026-08-20,2034-08-21,1.885
sw,2026-08-20,2035-08-20,1.88
sw,2026-08-20,2036-08-20,1.9
sw,2026-08-20,2037-08-20,1.9
sw,2026-08-20,2038-08-20,1.88
sw,2026-08-20,2041-08-20,1.84
sw,2026-08-20,2046-08-20,1.77
