Type,StartDate,Maturity,MarketQuote
dg,2026-01-29,2026-01-30,4.6
sw,2026-01-30,2026-02-10,4.5925
sw,2026-01-30,2026-04-01,4.4555
sw,2026-01-30,2026-05-04,4.414
sw,2026-01-30,2026-06-03,4.3955
sw,2026-01-30,2026-09-02,4.287
sw,2026-01-30,2026-12-02,4.196
sw,2026-01-30,2027-02-03,4.1305
sw,2026-01-30,2027-02-03,3.9955
sw,2026-01-30,2028-02-02,3.928
sw,2026-01-30,2029-02-01,3.831
sw,2026-01-30,2030-02-01,3.7685
sw,2026-01-30,2031-02-03,3.7305
sw,2026-01-30,2032-02-03,3.7135
sw,2026-01-30,2033-02-02,3.7045
sw,2026-01-30,2034-02-01,3.7025
sw,2026-01-30,2035-02-01,3.7045
sw,2026-01-30,2036-02-01,3.7105
sw,2026-01-30,2038-02-03,3.7295
sw,2026-01-30,2041-02-01,3.7525
sw,2026-01-30,2046-02-01,3.7385
sw,2026-01-30,2051-02-01,3.6635
sw,2026-01-30,2056-02-02,3.5735
sw,2026-01-30,2066-02-03,3.374
sw,2026-01-30,2076-02-03,3.174
