Type,StartDate,Maturity,MarketQuote
sp,2026-02-11,2026-02-12,0.0
sp,2026-02-12,2026-02-13,0.0
sp,2026-02-13,2026-02-20,-35.0
sp,2026-02-13,2026-03-13,-175.0
sp,2026-02-13,2026-05-13,-370.0
sp,2026-02-13,2026-05-13,-570.0
sp,2026-02-13,2026-08-13,-1300.0
sp,2026-02-13,2027-02-15,-2790.0
sw,2026-02-13,2027-02-15,2.035
sw,2026-02-13,2028-02-14,1.965
sw,2026-02-13,2029-02-13,1.925
sw,2026-02-13,2030-02-13,1.89
sw,2026-02-13,2031-02-13,1.875
sw,2026-02-13,2032-02-13,1.88
sw,2026-02-13,2033-02-14,1.885
sw,2026-02-13,2034-02-13,1.885
sw,2026-02-13,2035-02-13,1.88
sw,2026-02-13,2036-02-13,1.9
sw,2026-02-13,2037-02-13,1.9
sw,2026-02-13,2038-02-15,1.88
sw,2026-02-13,2041-02-13,1.84
sw,2026-02-13,2046-02-13,1.77
