Term,Rate,PriceDate,NBD,StartDate,EndDate,PayDate
0.0027397260273972603,5.699554977839247,20260209,0,20260209,20260210,20260210
0.0273972602739726,5.760681152343751,20260209,2,20260210,20260219,20260219
0.17534246575342466,5.606922149658203,20260209,2,20260210,20260410,20260414
0.2547945205479452,5.5531535148620605,20260209,2,20260210,20260511,20260513
0.336986301369863,5.52203369140625,20260209,2,20260210,20260610,20260612
0.5945205479452055,5.376901745796203,20260209,2,20260210,20260910,20260914
0.8438356164383561,5.25328779220581,20260209,2,20260210,20261210,20261214
1.0082191780821919,5.1680406332016,20260209,2,20260210,20270210,20270212
1.0082191780821919,5.038363218307495,20260209,2,20260210,20270210,20270212
2.0136986301369864,4.967186450958252,20260209,2,20260210,20280210,20280214
3.0164383561643837,4.870274931192399,20260209,2,20260210,20290212,20290214
4.013698630136986,4.807576775550841,20260209,2,20260210,20300211,20300213
5.010958904109589,4.769401490688324,20260209,2,20260210,20310210,20310212
6.010958904109589,4.752967119216919,20260209,2,20260210,20320210,20320212
7.019178082191781,4.744577169418335,20260209,2,20260210,20330210,20330214
8.01917808219178,4.743821263313293,20260209,2,20260210,20340210,20340214
9.01917808219178,4.747306436300276,20260209,2,20260210,20350212,20350214
10.016438356164384,4.755500823259354,20260209,2,20260210,20360211,20360213
12.016438356164384,4.780286893248557,20260209,2,20260210,20380210,20380212
15.021917808219179,4.810701221227645,20260209,2,20260210,20410211,20410213
20.027397260273972,4.788273558020592,20260209,2,20260210,20460212,20460214
25.03013698630137,4.664985626935958,20260209,2,20260210,20510210,20510214
30.03287671232877,4.5088438987731925,20260209,2,20260210,20560210,20560214
40.035616438356165,4.136925429105759,20260209,2,20260210,20660210,20660212
50.04109589041096,3.740338936448098,20260209,2,20260210,20760210,20760212
