Type,StartDate,Maturity,MarketQuote
dg,2026-08-14,2026-08-17,4.6
sw,2026-08-17,2026-08-26,4.5925
sw,2026-08-17,2026-10-21,4.4555
sw,2026-08-17,2026-11-19,4.414
sw,2026-08-17,2026-12-21,4.3955
sw,2026-08-17,2027-03-19,4.287
sw,2026-08-17,2027-06-21,4.196
sw,2026-08-17,2027-08-19,4.1305
sw,2026-08-17,2027-08-19,3.9955
sw,2026-08-17,2028-08-21,3.928
sw,2026-08-17,2029-08-21,3.831
sw,2026-08-17,2030-08-21,3.7685
sw,2026-08-17,2031-08-20,3.7305
sw,2026-08-17,2032-08-19,3.7135
sw,2026-08-17,2033-08-19,3.7045
sw,2026-08-17,2034-08-21,3.7025
sw,2026-08-17,2035-08-21,3.7045
sw,2026-08-17,2036-08-20,3.7105
sw,2026-08-17,2038-08-19,3.7295
sw,2026-08-17,2041-08-21,3.7525
sw,2026-08-17,2046-08-21,3.7385
sw,2026-08-17,2051-08-21,3.6635
sw,2026-08-17,2056-08-21,3.5735
sw,2026-08-17,2066-08-19,3.374
sw,2026-08-17,2076-08-19,3.174
