Type,StartDate,Maturity,MarketQuote
dg,2025-12-18,2025-12-19,4.6
sw,2025-12-22,2025-12-31,4.5925
sw,2025-12-22,2026-01-26,4.4555
sw,2025-12-22,2026-02-25,4.414
sw,2025-12-22,2026-03-25,4.3955
sw,2025-12-22,2026-06-24,4.287
sw,2025-12-22,2026-09-24,4.196
sw,2025-12-22,2026-12-24,4.1305
sw,2025-12-22,2026-12-24,3.9955
sw,2025-12-22,2027-12-24,3.928
sw,2025-12-22,2028-12-26,3.831
sw,2025-12-22,2029-12-26,3.7685
sw,2025-12-22,2030-12-25,3.7305
sw,2025-12-22,2031-12-24,3.7135
sw,2025-12-22,2032-12-24,3.7045
sw,2025-12-22,2033-12-26,3.7025
sw,2025-12-22,2034-12-26,3.7045
sw,2025-12-22,2035-12-26,3.7105
sw,2025-12-22,2037-12-24,3.7295
sw,2025-12-22,2040-12-26,3.7525
sw,2025-12-22,2045-12-26,3.7385
sw,2025-12-22,2050-12-26,3.6635
sw,2025-12-22,2055-12-24,3.5735
sw,2025-12-22,2065-12-24,3.374
sw,2025-12-22,2075-12-25,3.174
