Type,StartDate,Maturity,MarketQuote
dg,2025-12-18,2025-12-19,5.7
sw,2025-12-22,2025-12-31,5.6925
sw,2025-12-22,2026-01-26,5.5555
sw,2025-12-22,2026-02-25,5.514
sw,2025-12-22,2026-03-25,5.4955
sw,2025-12-22,2026-06-24,5.387
sw,2025-12-22,2026-09-24,5.296
sw,2025-12-22,2026-12-24,5.2305
sw,2025-12-22,2026-12-24,5.0955
sw,2025-12-22,2027-12-24,5.028
sw,2025-12-22,2028-12-26,4.931
sw,2025-12-22,2029-12-26,4.8685
sw,2025-12-22,2030-12-25,4.8305
sw,2025-12-22,2031-12-24,4.8135
sw,2025-12-22,2032-12-24,4.8045
sw,2025-12-22,2033-12-26,4.8025
sw,2025-12-22,2034-12-26,4.8045
sw,2025-12-22,2035-12-26,4.8105
sw,2025-12-22,2037-12-24,4.8295
sw,2025-12-22,2040-12-26,4.8525
sw,2025-12-22,2045-12-26,4.8385
sw,2025-12-22,2050-12-26,4.7635
sw,2025-12-22,2055-12-24,4.6735
sw,2025-12-22,2065-12-24,4.474
sw,2025-12-22,2075-12-25,4.274
