Type,StartDate,Maturity,MarketQuote
dg,2026-01-09,2026-01-12,5.7
sw,2026-01-13,2026-01-22,5.6925
sw,2026-01-13,2026-03-17,5.5555
sw,2026-01-13,2026-04-15,5.514
sw,2026-01-13,2026-05-15,5.4955
sw,2026-01-13,2026-08-17,5.387
sw,2026-01-13,2026-11-17,5.296
sw,2026-01-13,2027-01-15,5.2305
sw,2026-01-13,2027-01-15,5.0955
sw,2026-01-13,2028-01-17,5.028
sw,2026-01-13,2029-01-17,4.931
sw,2026-01-13,2030-01-16,4.8685
sw,2026-01-13,2031-01-15,4.8305
sw,2026-01-13,2032-01-15,4.8135
sw,2026-01-13,2033-01-17,4.8045
sw,2026-01-13,2034-01-17,4.8025
sw,2026-01-13,2035-01-17,4.8045
sw,2026-01-13,2036-01-16,4.8105
sw,2026-01-13,2038-01-15,4.8295
sw,2026-01-13,2041-01-16,4.8525
sw,2026-01-13,2046-01-17,4.8385
sw,2026-01-13,2051-01-17,4.7635
sw,2026-01-13,2056-01-17,4.6735
sw,2026-01-13,2066-01-15,4.474
sw,2026-01-13,2076-01-15,4.274
