Type,StartDate,Maturity,MarketQuote
dg,2026-01-09,2026-01-12,4.6
sw,2026-01-13,2026-01-22,4.5925
sw,2026-01-13,2026-03-17,4.4555
sw,2026-01-13,2026-04-15,4.414
sw,2026-01-13,2026-05-15,4.3955
sw,2026-01-13,2026-08-17,4.287
sw,2026-01-13,2026-11-17,4.196
sw,2026-01-13,2027-01-15,4.1305
sw,2026-01-13,2027-01-15,3.9955
sw,2026-01-13,2028-01-17,3.928
sw,2026-01-13,2029-01-17,3.831
sw,2026-01-13,2030-01-16,3.7685
sw,2026-01-13,2031-01-15,3.7305
sw,2026-01-13,2032-01-15,3.7135
sw,2026-01-13,2033-01-17,3.7045
sw,2026-01-13,2034-01-17,3.7025
sw,2026-01-13,2035-01-17,3.7045
sw,2026-01-13,2036-01-16,3.7105
sw,2026-01-13,2038-01-15,3.7295
sw,2026-01-13,2041-01-16,3.7525
sw,2026-01-13,2046-01-17,3.7385
sw,2026-01-13,2051-01-17,3.6635
sw,2026-01-13,2056-01-17,3.5735
sw,2026-01-13,2066-01-15,3.374
sw,2026-01-13,2076-01-15,3.174
