Type,StartDate,Maturity,MarketQuote
sp,2026-01-20,2026-01-21,0.0
sp,2026-01-21,2026-01-22,0.0
sp,2026-01-22,2026-01-29,-35.0
sp,2026-01-22,2026-02-23,-175.0
sp,2026-01-22,2026-04-22,-370.0
sp,2026-01-22,2026-04-22,-570.0
sp,2026-01-22,2026-07-22,-1300.0
sp,2026-01-22,2027-01-22,-2790.0
sw,2026-01-22,2027-01-22,2.035
sw,2026-01-22,2028-01-24,1.965
sw,2026-01-22,2029-01-22,1.925
sw,2026-01-22,2030-01-22,1.89
sw,2026-01-22,2031-01-22,1.875
sw,2026-01-22,2032-01-22,1.88
sw,2026-01-22,2033-01-24,1.885
sw,2026-01-22,2034-01-23,1.885
sw,2026-01-22,2035-01-22,1.88
sw,2026-01-22,2036-01-22,1.9
sw,2026-01-22,2037-01-22,1.9
sw,2026-01-22,2038-01-22,1.88
sw,2026-01-22,2041-01-22,1.84
sw,2026-01-22,2046-01-22,1.77
