Type,StartDate,Maturity,MarketQuote
dg,2026-01-20,2026-01-21,2.52
dg,2026-01-21,2026-04-21,2.68
sw,2026-01-21,2027-01-21,2.8425
sw,2026-01-21,2028-01-21,3.1175
sw,2026-01-21,2029-01-22,3.2675
sw,2026-01-21,2030-01-21,3.3625
sw,2026-01-21,2031-01-21,3.435
sw,2026-01-21,2033-01-21,3.505
sw,2026-01-21,2036-01-21,3.5625
