Type,StartDate,Maturity,MarketQuote
sp,2025-12-23,2025-12-24,0.0
sp,2025-12-24,2025-12-25,0.0
sp,2025-12-25,2026-01-01,-35.0
sp,2025-12-25,2026-01-26,-175.0
sp,2025-12-25,2026-02-25,-370.0
sp,2025-12-25,2026-03-25,-570.0
sp,2025-12-25,2026-06-25,-1300.0
sp,2025-12-25,2026-12-25,-2790.0
sw,2025-12-25,2026-12-25,2.035
sw,2025-12-25,2027-12-27,1.965
sw,2025-12-25,2028-12-25,1.925
sw,2025-12-25,2029-12-25,1.89
sw,2025-12-25,2030-12-25,1.875
sw,2025-12-25,2031-12-25,1.88
sw,2025-12-25,2032-12-27,1.885
sw,2025-12-25,2033-12-26,1.885
sw,2025-12-25,2034-12-25,1.88
sw,2025-12-25,2035-12-25,1.9
sw,2025-12-25,2036-12-25,1.9
sw,2025-12-25,2037-12-25,1.88
sw,2025-12-25,2040-12-25,1.84
sw,2025-12-25,2045-12-25,1.77
