Type,StartDate,Maturity,MarketQuote
sp,2026-01-21,2026-01-22,0.0
sp,2026-01-22,2026-01-23,0.0
sp,2026-01-23,2026-01-30,-35.0
sp,2026-01-23,2026-02-23,-175.0
sp,2026-01-23,2026-04-23,-370.0
sp,2026-01-23,2026-04-23,-570.0
sp,2026-01-23,2026-07-23,-1300.0
sp,2026-01-23,2027-01-25,-2790.0
sw,2026-01-23,2027-01-25,2.035
sw,2026-01-23,2028-01-24,1.965
sw,2026-01-23,2029-01-23,1.925
sw,2026-01-23,2030-01-23,1.89
sw,2026-01-23,2031-01-23,1.875
sw,2026-01-23,2032-01-23,1.88
sw,2026-01-23,2033-01-24,1.885
sw,2026-01-23,2034-01-23,1.885
sw,2026-01-23,2035-01-23,1.88
sw,2026-01-23,2036-01-23,1.9
sw,2026-01-23,2037-01-23,1.9
sw,2026-01-23,2038-01-25,1.88
sw,2026-01-23,2041-01-23,1.84
sw,2026-01-23,2046-01-23,1.77
