Term,Rate,PriceDate,NBD,StartDate,EndDate,PayDate
0.0027397260273972603,5.699554977839247,20260813,0,20260813,20260814,20260814
0.03287671232876712,5.760940551757813,20260813,2,20260814,20260825,20260825
0.17534246575342466,5.606922149658203,20260813,2,20260814,20261014,20261016
0.26575342465753427,5.551422834396362,20260813,2,20260814,20261116,20261118
0.3424657534246575,5.521186590194701,20260813,2,20260814,20261214,20261216
0.5917808219178082,5.377296924591064,20260813,2,20260814,20270315,20270317
0.8410958904109589,5.25366473197937,20260813,2,20260814,20270614,20270616
1.0136986301369864,5.167315125465392,20260813,2,20260814,20270816,20270818
1.0136986301369864,5.037672162055968,20260813,2,20260814,20270816,20270818
2.010958904109589,4.967389106750489,20260813,2,20260814,20280814,20280816
3.010958904109589,4.870436042547226,20260813,2,20260814,20290814,20290816
4.010958904109589,4.8076335191726685,20260813,2,20260814,20300814,20300816
5.016438356164383,4.76917552947998,20260813,2,20260814,20310814,20310818
6.019178082191781,4.752815887331963,20260813,2,20260814,20320816,20320818
7.016438356164383,4.744569063186645,20260813,2,20260814,20330815,20330817
8.013698630136986,4.743812397122382,20260813,2,20260814,20340814,20340816
9.013698630136986,4.747358113527296,20260813,2,20260814,20350814,20350816
10.021917808219179,4.755534768104552,20260813,2,20260814,20360814,20360818
12.021917808219179,4.780233442783355,20260813,2,20260814,20380816,20380818
15.01917808219178,4.810720980167389,20260813,2,20260814,20410814,20410816
20.02191780821918,4.788298636674881,20260813,2,20260814,20460814,20460816
25.024657534246575,4.6651328057050705,20260813,2,20260814,20510814,20510816
30.03013698630137,4.5090121030807495,20260813,2,20260814,20560814,20560816
40.04109589041096,4.136886544525624,20260813,2,20260814,20660816,20660818
50.04931506849315,3.7400311529636396,20260813,2,20260814,20760814,20760818
