Type,StartDate,Maturity,MarketQuote
sp,2025-12-16,2025-12-17,0.0
sp,2025-12-17,2025-12-18,0.0
sp,2025-12-18,2025-12-25,-35.0
sp,2025-12-18,2026-01-19,-175.0
sp,2025-12-18,2026-02-18,-370.0
sp,2025-12-18,2026-03-18,-570.0
sp,2025-12-18,2026-06-18,-1300.0
sp,2025-12-18,2026-12-18,-2790.0
sw,2025-12-18,2026-12-18,2.035
sw,2025-12-18,2027-12-20,1.965
sw,2025-12-18,2028-12-18,1.925
sw,2025-12-18,2029-12-18,1.89
sw,2025-12-18,2030-12-18,1.875
sw,2025-12-18,2031-12-18,1.88
sw,2025-12-18,2032-12-20,1.885
sw,2025-12-18,2033-12-19,1.885
sw,2025-12-18,2034-12-18,1.88
sw,2025-12-18,2035-12-18,1.9
sw,2025-12-18,2036-12-18,1.9
sw,2025-12-18,2037-12-18,1.88
sw,2025-12-18,2040-12-18,1.84
sw,2025-12-18,2045-12-18,1.77
