SwapMat/OptMat,3,6,12,24,36,48,60,84,120
12,0.001375,0.0015295,0.0025491,0.003290809,0.004350214,0.005215809,0.00594766,0.007140809,0.008506618
24,0.003,0.0027365,0.005536635,0.006638302,0.007569749,0.008376605,0.009273778,0.010511065,0.011998012
36,0.004723746,0.005268794,0.007724234,0.008547556,0.009273778,0.009923406,0.010511065,0.01154108,0.012821335
48,0.006244947,0.007137082,0.009273778,0.011958178,0.012666335,0.013312833,0.013907553,0.014970797,0.016325452
60,0.007668176,0.008946205,0.010511065,0.013312833,0.013907553,0.014458178,0.017216417,0.018285877,0.019674527
84,0.01038222,0.012519736,0.012423406,0.01545032,0.021393203,0.021964588,0.025880833,0.027031392,0.028566467
120,0.014349433,0.014349433,0.014498012,0.017816442,0.024414958,0.024840406,0.029035757,0.032522283,0.035192383
