Type,StartDate,Maturity,MarketQuote
sp,2026-08-11,2026-08-12,0.0
sp,2026-08-12,2026-08-13,0.0
sp,2026-08-12,2026-08-19,-35.0
sp,2026-08-12,2026-09-14,-175.0
sp,2026-08-12,2026-11-12,-370.0
sp,2026-08-12,2026-11-12,-570.0
sp,2026-08-12,2027-02-12,-1300.0
sp,2026-08-12,2027-08-12,-2790.0
sw,2026-08-12,2027-08-12,2.035
sw,2026-08-12,2028-08-14,1.965
sw,2026-08-12,2029-08-13,1.925
sw,2026-08-12,2030-08-12,1.89
sw,2026-08-12,2031-08-12,1.875
sw,2026-08-12,2032-08-12,1.88
sw,2026-08-12,2033-08-12,1.885
sw,2026-08-12,2034-08-14,1.885
sw,2026-08-12,2035-08-13,1.88
sw,2026-08-12,2036-08-12,1.9
sw,2026-08-12,2037-08-12,1.9
sw,2026-08-12,2038-08-12,1.88
sw,2026-08-12,2041-08-12,1.84
sw,2026-08-12,2046-08-13,1.77
