Type,StartDate,Maturity,MarketQuote
dg,2025-12-04,2025-12-05,5.7
sw,2025-12-08,2025-12-17,5.6925
sw,2025-12-08,2026-01-12,5.5555
sw,2025-12-08,2026-02-11,5.514
sw,2025-12-08,2026-03-11,5.4955
sw,2025-12-08,2026-06-10,5.387
sw,2025-12-08,2026-09-10,5.296
sw,2025-12-08,2026-12-10,5.2305
sw,2025-12-08,2026-12-10,5.0955
sw,2025-12-08,2027-12-10,5.028
sw,2025-12-08,2028-12-12,4.931
sw,2025-12-08,2029-12-12,4.8685
sw,2025-12-08,2030-12-11,4.8305
sw,2025-12-08,2031-12-10,4.8135
sw,2025-12-08,2032-12-10,4.8045
sw,2025-12-08,2033-12-12,4.8025
sw,2025-12-08,2034-12-12,4.8045
sw,2025-12-08,2035-12-12,4.8105
sw,2025-12-08,2037-12-10,4.8295
sw,2025-12-08,2040-12-12,4.8525
sw,2025-12-08,2045-12-12,4.8385
sw,2025-12-08,2050-12-12,4.7635
sw,2025-12-08,2055-12-10,4.6735
sw,2025-12-08,2065-12-10,4.474
sw,2025-12-08,2075-12-11,4.274
