Type,StartDate,Maturity,MarketQuote
sp,2026-01-06,2026-01-07,0.0
sp,2026-01-07,2026-01-08,0.0
sp,2026-01-08,2026-01-15,-35.0
sp,2026-01-08,2026-02-09,-175.0
sp,2026-01-08,2026-04-08,-370.0
sp,2026-01-08,2026-04-08,-570.0
sp,2026-01-08,2026-07-08,-1300.0
sp,2026-01-08,2027-01-08,-2790.0
sw,2026-01-08,2027-01-08,2.035
sw,2026-01-08,2028-01-10,1.965
sw,2026-01-08,2029-01-08,1.925
sw,2026-01-08,2030-01-08,1.89
sw,2026-01-08,2031-01-08,1.875
sw,2026-01-08,2032-01-08,1.88
sw,2026-01-08,2033-01-10,1.885
sw,2026-01-08,2034-01-09,1.885
sw,2026-01-08,2035-01-08,1.88
sw,2026-01-08,2036-01-08,1.9
sw,2026-01-08,2037-01-08,1.9
sw,2026-01-08,2038-01-08,1.88
sw,2026-01-08,2041-01-08,1.84
sw,2026-01-08,2046-01-08,1.77
