Type,StartDate,Maturity,MarketQuote
dg,2026-02-09,2026-02-10,4.6
sw,2026-02-10,2026-02-19,4.5925
sw,2026-02-10,2026-04-14,4.4555
sw,2026-02-10,2026-05-13,4.414
sw,2026-02-10,2026-06-12,4.3955
sw,2026-02-10,2026-09-14,4.287
sw,2026-02-10,2026-12-14,4.196
sw,2026-02-10,2027-02-12,4.1305
sw,2026-02-10,2027-02-12,3.9955
sw,2026-02-10,2028-02-14,3.928
sw,2026-02-10,2029-02-14,3.831
sw,2026-02-10,2030-02-13,3.7685
sw,2026-02-10,2031-02-12,3.7305
sw,2026-02-10,2032-02-12,3.7135
sw,2026-02-10,2033-02-14,3.7045
sw,2026-02-10,2034-02-14,3.7025
sw,2026-02-10,2035-02-14,3.7045
sw,2026-02-10,2036-02-13,3.7105
sw,2026-02-10,2038-02-12,3.7295
sw,2026-02-10,2041-02-13,3.7525
sw,2026-02-10,2046-02-14,3.7385
sw,2026-02-10,2051-02-14,3.6635
sw,2026-02-10,2056-02-14,3.5735
sw,2026-02-10,2066-02-12,3.374
sw,2026-02-10,2076-02-12,3.174
