Type,StartDate,Maturity,MarketQuote
dg,2025-12-17,2025-12-18,4.6
sw,2025-12-19,2025-12-30,4.5925
sw,2025-12-19,2026-01-21,4.4555
sw,2025-12-19,2026-02-23,4.414
sw,2025-12-19,2026-03-23,4.3955
sw,2025-12-19,2026-06-23,4.287
sw,2025-12-19,2026-09-23,4.196
sw,2025-12-19,2026-12-23,4.1305
sw,2025-12-19,2026-12-23,3.9955
sw,2025-12-19,2027-12-22,3.928
sw,2025-12-19,2028-12-21,3.831
sw,2025-12-19,2029-12-21,3.7685
sw,2025-12-19,2030-12-23,3.7305
sw,2025-12-19,2031-12-23,3.7135
sw,2025-12-19,2032-12-22,3.7045
sw,2025-12-19,2033-12-21,3.7025
sw,2025-12-19,2034-12-21,3.7045
sw,2025-12-19,2035-12-21,3.7105
sw,2025-12-19,2037-12-23,3.7295
sw,2025-12-19,2040-12-21,3.7525
sw,2025-12-19,2045-12-21,3.7385
sw,2025-12-19,2050-12-21,3.6635
sw,2025-12-19,2055-12-22,3.5735
sw,2025-12-19,2065-12-23,3.374
sw,2025-12-19,2075-12-23,3.174
