Type,StartDate,Maturity,MarketQuote
dg,2026-01-30,2026-02-02,4.6
sw,2026-02-02,2026-02-11,4.5925
sw,2026-02-02,2026-04-06,4.4555
sw,2026-02-02,2026-05-06,4.414
sw,2026-02-02,2026-06-04,4.3955
sw,2026-02-02,2026-09-04,4.287
sw,2026-02-02,2026-12-04,4.196
sw,2026-02-02,2027-02-04,4.1305
sw,2026-02-02,2027-02-04,3.9955
sw,2026-02-02,2028-02-04,3.928
sw,2026-02-02,2029-02-06,3.831
sw,2026-02-02,2030-02-06,3.7685
sw,2026-02-02,2031-02-05,3.7305
sw,2026-02-02,2032-02-04,3.7135
sw,2026-02-02,2033-02-04,3.7045
sw,2026-02-02,2034-02-06,3.7025
sw,2026-02-02,2035-02-06,3.7045
sw,2026-02-02,2036-02-06,3.7105
sw,2026-02-02,2038-02-04,3.7295
sw,2026-02-02,2041-02-06,3.7525
sw,2026-02-02,2046-02-06,3.7385
sw,2026-02-02,2051-02-06,3.6635
sw,2026-02-02,2056-02-04,3.5735
sw,2026-02-02,2066-02-04,3.374
sw,2026-02-02,2076-02-05,3.174
