Type,StartDate,Maturity,MarketQuote
sp,2025-12-24,2025-12-25,0.0
sp,2025-12-25,2025-12-26,0.0
sp,2025-12-26,2026-01-02,-35.0
sp,2025-12-26,2026-01-26,-175.0
sp,2025-12-26,2026-02-26,-370.0
sp,2025-12-26,2026-03-26,-570.0
sp,2025-12-26,2026-06-26,-1300.0
sp,2025-12-26,2026-12-28,-2790.0
sw,2025-12-26,2026-12-28,2.035
sw,2025-12-26,2027-12-27,1.965
sw,2025-12-26,2028-12-26,1.925
sw,2025-12-26,2029-12-26,1.89
sw,2025-12-26,2030-12-26,1.875
sw,2025-12-26,2031-12-26,1.88
sw,2025-12-26,2032-12-27,1.885
sw,2025-12-26,2033-12-26,1.885
sw,2025-12-26,2034-12-26,1.88
sw,2025-12-26,2035-12-26,1.9
sw,2025-12-26,2036-12-26,1.9
sw,2025-12-26,2037-12-28,1.88
sw,2025-12-26,2040-12-26,1.84
sw,2025-12-26,2045-12-26,1.77
