Type,StartDate,Maturity,MarketQuote
sp,2025-12-17,2025-12-18,0.0
sp,2025-12-18,2025-12-19,0.0
sp,2025-12-19,2025-12-26,-35.0
sp,2025-12-19,2026-01-19,-175.0
sp,2025-12-19,2026-02-19,-370.0
sp,2025-12-19,2026-03-19,-570.0
sp,2025-12-19,2026-06-19,-1300.0
sp,2025-12-19,2026-12-21,-2790.0
sw,2025-12-19,2026-12-21,2.035
sw,2025-12-19,2027-12-20,1.965
sw,2025-12-19,2028-12-19,1.925
sw,2025-12-19,2029-12-19,1.89
sw,2025-12-19,2030-12-19,1.875
sw,2025-12-19,2031-12-19,1.88
sw,2025-12-19,2032-12-20,1.885
sw,2025-12-19,2033-12-19,1.885
sw,2025-12-19,2034-12-19,1.88
sw,2025-12-19,2035-12-19,1.9
sw,2025-12-19,2036-12-19,1.9
sw,2025-12-19,2037-12-21,1.88
sw,2025-12-19,2040-12-19,1.84
sw,2025-12-19,2045-12-19,1.77
