Type,StartDate,Maturity,MarketQuote
dg,2024-12-10,2024-12-11,4.6
sw,2024-12-12,2024-12-23,4.5925
sw,2024-12-12,2025-01-15,4.4555
sw,2024-12-12,2025-02-14,4.414
sw,2024-12-12,2025-03-14,4.3955
sw,2024-12-12,2025-06-16,4.287
sw,2024-12-12,2025-09-16,4.196
sw,2024-12-12,2025-12-16,4.1305
sw,2024-12-12,2026-06-16,3.9955
sw,2024-12-12,2026-12-16,3.928
sw,2024-12-12,2027-12-15,3.831
sw,2024-12-12,2028-12-14,3.7685
sw,2024-12-12,2029-12-14,3.7305
sw,2024-12-12,2030-12-16,3.7135
sw,2024-12-12,2031-12-16,3.7045
sw,2024-12-12,2032-12-15,3.7025
sw,2024-12-12,2033-12-14,3.7045
sw,2024-12-12,2034-12-14,3.7105
sw,2024-12-12,2036-12-16,3.7295
sw,2024-12-12,2039-12-14,3.7525
sw,2024-12-12,2044-12-14,3.7385
sw,2024-12-12,2049-12-15,3.6635
sw,2024-12-12,2054-12-16,3.5735
sw,2024-12-12,2064-12-16,3.374
sw,2024-12-12,2074-12-14,3.174
