Term,Rate,PriceDate,NBD,StartDate,EndDate,PayDate
0.0027397260273972603,4.599710161339058,20251216,0,20251216,20251217,20251217
0.03561643835616438,4.645393371582031,20251216,1,20251218,20251229,20251229
0.09863013698630137,4.513213157653809,20251216,1,20251218,20260120,20260121
0.18082191780821918,4.462257385253905,20251216,1,20251218,20260218,20260220
0.25753424657534246,4.435360908508301,20251216,1,20251218,20260318,20260320
0.5150684931506849,4.302341699600219,20251216,1,20251218,20260618,20260622
0.7671232876712328,4.189782619476318,20251216,1,20251218,20260918,20260922
1.0164383561643835,4.104346990585326,20251216,1,20251218,20261218,20261222
1.0164383561643835,3.973652243614198,20251216,1,20251218,20261218,20261222
2.0164383561643837,3.902666985988616,20251216,1,20251218,20271220,20271222
3.0136986301369864,3.80523008108139,20251216,1,20251218,20281218,20281220
4.013698630136986,3.7422183156013493,20251216,1,20251218,20291218,20291220
5.013698630136986,3.7038591206073765,20251216,1,20251218,20301218,20301220
6.019178082191781,3.687103033065796,20251216,1,20251218,20311218,20311222
7.021917808219178,3.678585410118103,20251216,1,20251218,20321220,20321222
8.01917808219178,3.677481949329376,20251216,1,20251218,20331219,20331221
9.016438356164384,3.680645912885666,20251216,1,20251218,20341218,20341220
10.016438356164384,3.6882647573947906,20251216,1,20251218,20351218,20351220
12.024657534246575,3.7116598486900325,20251216,1,20251218,20371218,20371222
15.021917808219179,3.7401312142610554,20251216,1,20251218,20401218,20401220
20.024657534246575,3.7198867872357377,20251216,1,20251218,20451218,20451220
25.03013698630137,3.610460512340069,20251216,1,20251218,20501219,20501221
30.035616438356165,3.4747889190912264,20251216,1,20251218,20551220,20551222
40.04383561643836,3.161312960088253,20251216,1,20251218,20651218,20651222
50.04383561643836,2.838987529277801,20251216,1,20251218,20751218,20751220
