Type,StartDate,Maturity,MarketQuote
sp,2026-08-14,2026-08-17,0.0
sp,2026-08-17,2026-08-18,0.0
sp,2026-08-17,2026-08-24,-35.0
sp,2026-08-17,2026-09-17,-175.0
sp,2026-08-17,2026-11-17,-370.0
sp,2026-08-17,2026-11-17,-570.0
sp,2026-08-17,2027-02-17,-1300.0
sp,2026-08-17,2027-08-17,-2790.0
sw,2026-08-17,2027-08-17,2.035
sw,2026-08-17,2028-08-17,1.965
sw,2026-08-17,2029-08-17,1.925
sw,2026-08-17,2030-08-19,1.89
sw,2026-08-17,2031-08-18,1.875
sw,2026-08-17,2032-08-17,1.88
sw,2026-08-17,2033-08-17,1.885
sw,2026-08-17,2034-08-17,1.885
sw,2026-08-17,2035-08-17,1.88
sw,2026-08-17,2036-08-18,1.9
sw,2026-08-17,2037-08-17,1.9
sw,2026-08-17,2038-08-17,1.88
sw,2026-08-17,2041-08-19,1.84
sw,2026-08-17,2046-08-17,1.77
