Type,StartDate,Maturity,MarketQuote
dg,2026-02-11,2026-02-12,5.7
sw,2026-02-12,2026-02-23,5.6925
sw,2026-02-12,2026-04-15,5.5555
sw,2026-02-12,2026-05-14,5.514
sw,2026-02-12,2026-06-16,5.4955
sw,2026-02-12,2026-09-16,5.387
sw,2026-02-12,2026-12-16,5.296
sw,2026-02-12,2027-02-16,5.2305
sw,2026-02-12,2027-02-16,5.0955
sw,2026-02-12,2028-02-16,5.028
sw,2026-02-12,2029-02-14,4.931
sw,2026-02-12,2030-02-14,4.8685
sw,2026-02-12,2031-02-14,4.8305
sw,2026-02-12,2032-02-16,4.8135
sw,2026-02-12,2033-02-16,4.8045
sw,2026-02-12,2034-02-15,4.8025
sw,2026-02-12,2035-02-14,4.8045
sw,2026-02-12,2036-02-14,4.8105
sw,2026-02-12,2038-02-16,4.8295
sw,2026-02-12,2041-02-14,4.8525
sw,2026-02-12,2046-02-14,4.8385
sw,2026-02-12,2051-02-15,4.7635
sw,2026-02-12,2056-02-16,4.6735
sw,2026-02-12,2066-02-16,4.474
sw,2026-02-12,2076-02-14,4.274
